code,name,category_name,brand_name,model,serial_number,description,condition
AST00977,"Netgear Printers Advanced",Printers,Netgear,"Advanced 4366",SN00000977,"Enterprise solution - Unit 977",good
AST00978,"Corsair Storage Premium",Storage,Corsair,"Premium 6561",SN00000978,"High-performance device - Unit 978",damage
AST00979,"Corsair Accessories Premium",Accessories,Corsair,"Premium 2396",SN00000979,"Budget friendly - Unit 979",good
AST00980,"Apple Computers Standard",Computers,Apple,"Standard 6307",SN00000980,"Desktop unit - Unit 980",damage
AST00981,"ASUS Storage Basic",Storage,ASUS,"Basic 9424",SN00000981,"Portable device - Unit 981",damage
AST00982,"LG Printers Premium",Printers,LG,"Premium 1955",SN00000982,"Portable device - Unit 982",good
AST00983,"Razer Projectors Deluxe",Projectors,Razer,"Deluxe 5014",SN00000983,"Enterprise solution - Unit 983",damage
AST00984,"Lenovo Monitors Premium",Monitors,Lenovo,"Premium 4504",SN00000984,"Industrial equipment - Unit 984",damage
AST00985,"ASUS Monitors Lite",Monitors,ASUS,"Lite 6267",SN00000985,"Budget friendly - Unit 985",good
AST00986,"ASUS Printers Max",Printers,ASUS,"Max 4819",SN00000986,"Portable device - Unit 986",damage
AST00987,"Acer Monitors Basic",Monitors,Acer,"Basic 4050",SN00000987,"Professional grade - Unit 987",damage
AST00988,"ASUS Printers Standard",Printers,ASUS,"Standard 8363",SN00000988,"Enterprise solution - Unit 988",good
AST00989,"LG Audio Pro",Audio,LG,"Pro 4879",SN00000989,"Compact model - Unit 989",good
AST00990,"ASUS Monitors Ultra",Monitors,ASUS,"Ultra 5366",SN00000990,"High-performance device - Unit 990",good
AST00991,"Acer Cameras Advanced",Cameras,Acer,"Advanced 9718",SN00000991,"Enterprise solution - Unit 991",good
AST00992,"Lenovo Networking Pro",Networking,Lenovo,"Pro 2483",SN00000992,"Consumer grade - Unit 992",good
AST00993,"Logitech Networking Lite",Networking,Logitech,"Lite 6151",SN00000993,"Reliable office equipment - Unit 993",damage
AST00994,"Razer Audio Plus",Audio,Razer,"Plus 8630",SN00000994,"Desktop unit - Unit 994",damage
AST00995,"Acer Peripherals Ultra",Peripherals,Acer,"Ultra 8010",SN00000995,"Consumer grade - Unit 995",good
AST00996,"Lenovo Cameras Standard",Cameras,Lenovo,"Standard 6205",SN00000996,"Desktop unit - Unit 996",damage
AST00997,"LG Projectors Deluxe",Projectors,LG,"Deluxe 8695",SN00000997,"Compact model - Unit 997",good
AST00998,"ASUS Cameras Ultra",Cameras,ASUS,"Ultra 1736",SN00000998,"Reliable office equipment - Unit 998",good
AST00999,"Lenovo Networking Standard",Networking,Lenovo,"Standard 8616",SN00000999,"Consumer grade - Unit 999",good
AST01000,"ASUS Peripherals Max",Peripherals,ASUS,"Max 5275",SN00001000,"High-performance device - Unit 1000",damage
